dates,RPLprofits,RPLlosses,prices,URPLprofits,URPLlosses,RealisedPrice,MVRV,SOPR
2010-07-19,23.64451500000000,0.0,0.0808,,0.0,0.00041596971009309100,,1.0
2010-07-20,2.230927999999990,203.94000000000000,0.0747,,0.0,0.0010281809634993900,,0.9615978911556910
2010-07-21,510.829305,0.0,0.0792,,0.0,0.0014877962853426700,,1.0186670059323500
2010-07-22,37.02283100000000,43.82,0.0505,,0.0,0.0018077827046990600,,0.709668112292365
2010-07-23,53.54161800000000,0.0,0.0626,,0.0,0.0020972960429399800,,1.034151598190540
2010-07-24,72.63241000000000,0.0,0.0545,,0.0,0.002479384857874190,,0.9297421382723210
2010-07-25,120.459229,380.8000000000010,0.0505,,0.0,0.003004568973657000,,0.9271762221939560
2010-07-26,30.034961000000000,306.0,0.056,,0.0,0.0033425216827559300,,0.959832776840973
2010-07-27,59.79816600000000,0.0,0.06,,0.0,0.00421032748263385,,0.9997807081277020
2010-07-28,17.376636000000000,3.495,0.0589,,0.0,0.004466988841998740,,1.0270616255713600
2010-07-29,38.379189000000000,0.0,0.0699,,0.0,0.00471929758028182,,1.0992921332728800
2010-07-30,7.612500000000000,105.24500000000000,0.0627,,0.0,0.004932619962037270,,1.0054212300452800
2010-07-31,57.11878500000000,106.9250000000000,0.0679,,0.0,0.005147737920288920,,1.0641477169936700
2010-08-01,106.5700080000000,0.0,0.0611,,0.0,0.005409305051836060,,1.0164889190102300
